SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
FIN.1.0.0.0.UTAG,FIN,1,0,0,0,UTAG,Finland,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd EURO-FIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.619,1.98,2.274,2.265,2.579,3.06,3.535,3.747,3.988,4.593,5.503,5.876,6.36,7.905,8.932,10.644,11.281,11.753,12.309,13.713,13.887,13.833,14.109,15.065,15.798,15.992,17.016,17.268,17.375,17.988,19.108,20.505,21.612,22.559,22.275,22.902,24.037,25.528,25.902,26.288,26.942,27.938,27.3,27.916,28.541,27.561,30.447,32.2,33.987,32.671,33.97784,34.62342,,,,,,,
SWE.1.0.0.0.UTAG,SWE,1,0,0,0,UTAG,Sweden,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd SEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.805,108.45,101.735,114.637,126.718,98.094,98.081,119.222,112.471,98.077,101.011,103.41,97.629,92.782,100.23,105.931,105.549,107.491,116.936,119.16,122.566,126.132,132.498,138.576,145.561,156.539,163.322,162.778,176.203,182.131,202.636,211.358,222.04,230.8575,,,,,,,
GBR.1.0.0.0.UTAG,GBR,1,0,0,0,UTAG,United Kingdom,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.745,36.22,38.768,40.003,42.263,43.597,46.016,48.661,51.047,53.167,57.499,60.342,65.044,69.604,73.992,75.735,86.857,96.247,103.639,109.23,114.064,119.814,117.294,120.945,125.219,128.07,130.777,134.477,141.423,150.101,159.382,165.206,179.851,184.104,199.172,222.263,229.402,229.102,252.0122,262.0927,,,,,,,
MNE.1.0.0.0.UTAG,MNE,1,0,0,0,UTAG,Montenegro,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52444,0.5463,0.531,0.5545,0.4629,0.5757,0.5847,0.589154,0.602692,,,,,,,
MKD.1.0.0.0.UTAG,MKD,1,0,0,0,UTAG,North Macedonia,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd MKD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,62.2,66.6,70.6,77.6,92.6,104.6789,116.9615,123.1642,,,,,,,
SRB.1.0.0.0.UTAG,SRB,1,0,0,0,UTAG,Serbia,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd RSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.426,619.666,675.875,673.737,861.966,952.241,1060.871,1225.028,1330.036,1425.978,,,,,,,
TUR.1.0.0.0.UTAG,TUR,1,0,0,0,UTAG,Türkiye,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.173,69.583,93.609,108.046,128.302,146.934,173.116,200.338,225.308,281.453,316.646,344.848,473.801,767.277,1590.278,3416.08,5874.337,7321.62,,,,,,,
ISL.1.0.0.0.UTAG,ISL,1,0,0,0,UTAG,Iceland,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ISK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0526,16.7039,18.457,20.6733,22.2957,24.9422,27.2472,31.6301,37.3287,38.5655,40.6613,44.7263,61.9796,65.1651,63.2443,68.1779,71.6263,77.8199,83.4114,87.6159,96.0343,95.2438,86.5439,95.3767,113.1653,128.8706,138.5655,143.1779,146.1084,,,,,,,
NOR.1.0.0.0.UTAG,NOR,1,0,0,0,UTAG,Norway,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd NOK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.707,99.04,106.971,117.074,125.218,132.17,141.738,151.135,155.56,163.804,173.261,188.665,204.823,224.306,232.908,243.181,258.99,277.125,292.651,312.681,325.182,330.86,339.749,357.194,377.055,381.232,402.239,428.306,471.104,490.505,513.7149,536.7609,,,,,,,
CHE.1.0.0.0.UTAG,CHE,1,0,0,0,UTAG,Switzerland,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd CHF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0188,28.3817,28.7638,28.4059,29.5322,30.9611,32.6604,33.3622,32.5474,31.7552,32.3323,33.3788,34.9738,36.9252,38.2152,38.3855,40.9767,41.9578,42.8624,43.5447,44.2846,44.7528,45.2554,46.0723,47.2334,49.0557,50.6554,52.2846,53.6626,54.45982,55.70986,56.70061,,,,,,,
JPN.1.0.0.0.UTAG,JPN,1,0,0,0,UTAG,Japan,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd JPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18122.1,19441.3,20398.7,21468.9,23255.1,25174.1,26058.4,27501.9,29987.7,33456.5,36678.3,38443.3,39508.6,40933.3,43807.5,45569.1,47584.5,47813.3,47234.5,47600.4,48996,48910.5,50611.6,49088.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
EU27.1.0.99.0.UTAG,EU27,1,0,99,0,UTAG,European Union,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916.653,976.706,997.482,975.153,1022.571,1062.123,1102.906,1137.898,1177.93,1211.369,1252.768,1309.142,1372.37,1426.396,1408.928,1439.575,1484.587,1511.806,1539.669,1573.307,1615.895,1667.114,1738.038,1801.912,1851.974,1831.655,1942.663,2068.596,2210.744,2354.86,2492.347,2584.759,,,,,,,
EU15.1.0.99.0.UTAG,EU15,1,0,99,0,UTAG,European Union (15 countries),01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941.661,1001.946,1036.107,1015.27,1067.599,1116.466,1154.007,1187.079,1233.395,1278.559,1317.764,1373.594,1428.106,1453.406,1430.223,1465.518,1505.509,1541.514,1562.289,1605.549,1668.212,1702.008,1757.145,1807.388,1863.184,1844.833,1965.309,2097.709,2206.928,2320.832,2459.922,2542.164,,,,,,,
EA19.1.0.99.0.UTAG,EA19,1,0,99,0,UTAG,Euro area (19 countries),01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874.436,928.848,944.852,922.219,963.82,994.885,1030.343,1065.257,1106.788,1136.426,1168.003,1217.177,1267.181,1311.286,1308.468,1333.105,1369.004,1391.531,1417.013,1448.809,1484.558,1530.794,1589.354,1637.333,1676.264,1656.769,1753.823,1861.308,1972.815,2084.009,2199.878,2275.086,,,,,,,
EA20.1.0.99.0.UTAG,EA20,1,0,99,0,UTAG,Euro area,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877.097,931.792,948.06,925.435,966.892,998.019,1033.653,1068.657,1110.411,1140.358,1172.251,1221.834,1272.376,1316.977,1313.934,1338.32,1374.258,1396.63,1422.031,1454.024,1489.908,1536.253,1595.049,1643.292,1682.458,1662.63,1760.309,1868.623,1981.186,2093.844,2210.893,2286.85,,,,,,,
EA12.1.0.99.0.UTAG,EA12,1,0,99,0,UTAG,Euro area (12 countries),01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867.554,921.464,936.669,913.29,954.811,984.78,1019.516,1053.477,1094.318,1122.893,1153.158,1200.844,1248.03,1289.394,1286.167,1310.58,1345.548,1367.338,1391.865,1422.594,1456.921,1501.716,1557.967,1603.17,1640.599,1620.021,1713.825,1817.576,1923.213,2029.382,2141.806,2213.311,,,,,,,
BEL.1.0.99.0.UTAG,BEL,1,0,99,0,UTAG,Belgium,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.17372,31.16384,31.41128,32.45101,33.9442,34.9191,36.4703,38.3017,39.1134,40.3821,41.5466,43.2404,45.9834,48.6208,49.6333,50.7363,53.1918,55.3545,56.6011,57.3049,58.884,58.1954,59.8576,61.188,63.285,62.3738,65.6622,71.5911,77.1683,80.7336,83.77734,86.44862,,,,,,,
BGR.1.0.99.0.UTAG,BGR,1,0,99,0,UTAG,Bulgaria,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96169,0.64002,0.74554,1.04376,1.22006,1.52366,1.52737,1.62907,1.8944,2.08857,2.26005,2.19695,2.50041,2.75723,2.69613,2.54106,2.76971,2.86128,3.12711,3.36195,3.56156,3.76802,4.32381,4.86456,5.42673,5.62496,6.2964,7.09776,8.05496,9.2847,10.21652,10.87872,,,,,,,
CZE.1.0.99.0.UTAG,CZE,1,0,99,0,UTAG,Czechia,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49735,7.47133,7.92232,8.49978,8.71526,9.60205,10.76138,12.91245,13.22379,14.18571,16.17537,18.50203,20.76007,24.00707,21.13989,22.83404,24.06192,23.83495,23.32057,22.80018,24.26472,25.9684,28.81253,32.45832,34.79657,34.26925,39.37998,43.94402,48.56795,50.40495,53.72174,56.53837,,,,,,,
DNK.1.0.99.0.UTAG,DNK,1,0,99,0,UTAG,Denmark,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.613119,1.686972,1.735793,1.772032,2.911431,3.365524,3.355848,2.458644,2.489135,2.513487,2.524073,2.499499,2.562328,2.527899,2.4646,2.614641,2.701914,2.505886,2.248481,2.232784,2.224921,2.218616,2.217882,2.210336,2.207991,2.284349,2.389395,2.309947,2.293001,2.353962,2.454272,2.546993,,,,,,,
DEU.1.0.99.0.UTAG,DEU,1,0,99,0,UTAG,Germany,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.626,259.4456,287.4471,309.5631,334.3966,343.8235,345.6271,347.7165,354.191,356.989,361.883,367.015,373.978,373.698,372.889,376.507,375.124,382.274,384.059,393.785,409.646,421.653,431.86,448.236,466.624,488.211,512.427,534.406,558.166,566.713,589.82,623.169,664.255,707.387,752.699,780.9637,,,,,,,
EST.1.0.99.0.UTAG,EST,1,0,99,0,UTAG,Estonia,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355025,0.433347,0.505953,0.559769,0.5935,0.6735,0.7435,0.8536,0.9229,1.0025,1.1468,1.3537,1.6834,1.891,1.7467,1.7945,1.8662,2.0002,2.0774,2.2343,2.355,2.5021,2.7158,2.9783,3.2564,3.3307,3.6516,4.1221,4.5782,4.8739,5.135813,5.343183,,,,,,,
IRL.1.0.99.0.UTAG,IRL,1,0,99,0,UTAG,Ireland,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30168,2.42796,2.80251,2.91889,3.3635,3.9662,4.5944,5.036,5.3767,5.9752,6.5366,7.1686,8.1432,8.3506,8.8206,8.4579,8.8334,8.3702,8.8707,9.4196,9.9986,10.4949,11.1018,12.1019,13.1098,12.2661,13.792,15.9667,17.3729,18.941,20.19451,21.39449,,,,,,,
GRC.1.0.99.0.UTAG,GRC,1,0,99,0,UTAG,Greece,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.41426,10.4072,11.71209,12.23267,13.42964,14.45881,15.514,18.128,19.688,20.369,21.336,22.35,24.94,25.986,24.15,24.748,22.138,20.932,19.354,18.575,18.807,19.313,20.778,21.446,22.26,21.352,23.417,25.186,25.245,27.583,28.61543,29.87128,,,,,,,
ESP.1.0.99.0.UTAG,ESP,1,0,99,0,UTAG,Spain,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1241,56.2842,58.6619,62.7829,68.9,75.13,82.54,88.209,94.901,102.05,109.88,119.128,128.025,132.954,129.597,128.39,126.982,121.612,119.084,121.329,124.005,128.238,135.259,142.321,153.514,155.189,164.755,173.238,189.91,203.194,211.7281,220.6207,,,,,,,
FRA.1.0.99.0.UTAG,FRA,1,0,99,0,UTAG,France,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8023,75.0966,86.6151,94.4328,104.9055,113.0935,123.6156,133.6303,139.9399,146.5407,154.1347,168.0594,181.0738,185.8296,198.2902,208.1632,214.6278,222.8104,230.7565,228.0069,211.3719,222.9163,231.7676,241.1012,250.1975,260.8052,268.9794,279.5068,295.2876,305.9237,314.0183,315.753,322.078,334.928,344.461,355.234,364.596,368.66,373.404,385.815,379.11,361.888,346.095,372.809,395.795,413.49,431.065,443.3972,452.2915,,,,,,,
HRV.1.0.99.0.UTAG,HRV,1,0,99,0,UTAG,Croatia,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66182,2.94459,3.20846,3.21594,3.07219,3.13379,3.31008,3.39942,3.62342,3.93215,4.24798,4.65771,5.1952,5.69112,5.4667,5.2152,5.254,5.0985,5.0178,5.2152,5.3506,5.4597,5.6949,5.9587,6.1934,5.8608,6.4859,7.3148,8.3712,9.8351,11.01531,11.76435,,,,,,,
ITA.1.0.99.0.UTAG,ITA,1,0,99,0,UTAG,Italy,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.5909,144.1814,154.0405,133.8993,138.974,141.832,149.948,157.811,164.873,173.07,178.585,180.87,199.278,209.088,208.113,209.629,212.193,211.691,211.15,210.327,215.054,216.761,221.806,230.126,237.784,226.055,242.912,256.002,263.886,275.193,300.2308,308.7876,,,,,,,
CYP.1.0.99.0.UTAG,CYP,1,0,99,0,UTAG,Cyprus,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459716,0.488763,0.530375,0.586749,0.607377,0.659392,0.731935,0.748658,0.822764,0.978122,1.126959,1.147006,1.200122,1.3325,1.4642,1.5523,1.566,1.5104,1.3623,1.4446,1.4829,1.5429,1.71,1.8469,2.3781,2.4115,2.7452,3.122,3.9502,4.0801,4.33393,4.571274,,,,,,,
LVA.1.0.99.0.UTAG,LVA,1,0,99,0,UTAG,Latvia,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453898,0.484636,0.585626,0.647547,0.72669,0.841069,0.854782,0.917706,0.883268,0.968488,1.08895,1.389935,1.78069,1.938568,1.734606,1.55348,1.76465,1.90285,1.93327,1.98245,2.03011,2.06712,2.25955,2.65856,2.9111,3.00089,3.19268,3.61033,4.07189,4.42822,4.738195,4.970367,,,,,,,
LTU.1.0.99.0.UTAG,LTU,1,0,99,0,UTAG,Lithuania,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369036,0.507554,0.800984,1.001183,1.040114,1.272942,1.326648,1.419673,1.532822,1.66427,1.8655,2.1978,2.6458,3.1148,3.4282,3.3217,3.5036,3.6415,3.8257,4.0984,4.3734,4.7247,5.1702,5.7816,4.7387,5.1234,5.7497,6.6557,7.5265,8.3994,9.146947,9.841657,,,,,,,
LUX.1.0.99.0.UTAG,LUX,1,0,99,0,UTAG,Luxembourg,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56607,1.62213,1.66416,1.78073,2.03247,2.24123,2.48288,2.63517,2.80769,2.96473,3.19053,3.38756,3.7278,4.00538,4.26594,4.41529,4.69348,4.96034,5.1646,5.32614,5.58549,5.77739,6.17069,6.5317,6.91281,7.26095,7.7121,8.369,9.2293,9.3353,9.82074,10.27249,,,,,,,
HUN.1.0.99.0.UTAG,HUN,1,0,99,0,UTAG,Hungary,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14998,5.00249,5.75827,5.90291,5.97275,6.68704,7.64374,9.06515,9.33921,10.08791,11.12677,11.25723,13.70304,14.49156,12.0861,11.70018,13.1305,13.62998,13.61023,13.98003,14.84436,15.92317,16.17034,16.39928,17.10054,15.28194,16.13174,16.58893,19.55795,21.35734,22.56373,24.34683,,,,,,,
MLT.1.0.99.0.UTAG,MLT,1,0,99,0,UTAG,Malta,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170722,0.179811,0.21166,0.211895,0.231588,0.274833,0.291775,0.297644,0.290465,0.294391,0.306372,0.3149,0.3222,0.3518,0.3518,0.3709,0.4003,0.4144,0.4375,0.4684,0.5043,0.5424,0.5952,0.6593,0.6986,0.7362,0.8106,0.8876,0.966,1.0658,1.138735,1.214591,,,,,,,
NLD.1.0.99.0.UTAG,NLD,1,0,99,0,UTAG,Netherlands,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2047,51.3467,52.4919,55.7346,61.842,66.376,65.016,64.803,70.202,70.581,71.722,81.531,81.968,85.786,83.222,87.874,89.197,92.544,95.967,96.543,95.479,103.887,104.813,111.432,114.631,114.313,116.841,124.463,129.202,135.341,143.9194,150.1207,,,,,,,
AUT.1.0.99.0.UTAG,AUT,1,0,99,0,UTAG,Austria,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.52626,28.04965,28.00998,28.90266,30.12459,30.94037,31.84373,32.32943,33.13909,34.46152,35.83091,37.38081,39.00048,40.7568,41.26643,42.10246,44.03664,45.61054,47.53884,49.07305,50.70005,52.58204,54.68328,57.45993,59.90519,59.89884,63.18712,66.81127,71.74047,77.50428,81.21674,84.10805,,,,,,,
POL.1.0.99.0.UTAG,POL,1,0,99,0,UTAG,Poland,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2404,14.5436,16.422,18.0752,22.0057,24.3031,28.8448,27.2521,24.5083,25.1721,30.2066,33.28,37.3859,41.4143,35.4435,39.4183,42.7259,46.9979,48.7557,50.2186,53.9666,54.7026,60.4997,65.8302,71.0645,71.7452,75.526,84.6383,100.4669,120.5157,129.9019,136.5253,,,,,,,
PRT.1.0.99.0.UTAG,PRT,1,0,99,0,UTAG,Portugal,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98101,7.28874,7.97581,8.52641,9.2952,10.1681,11.1066,11.7428,12.0586,12.3736,13.0266,13.4879,14.3048,14.9956,15.0118,15.4625,15.672,14.6214,15.139,15.5759,16.1823,16.9141,17.9553,19.1314,20.6019,20.9429,22.4708,24.7853,27.7267,30.4335,32.22908,33.8083,,,,,,,
ROM.1.0.99.0.UTAG,ROM,1,0,99,0,UTAG,Romania,01 Revenue (ESA 2010),Actual social contributions received: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19099,2.10622,2.1901,3.42167,3.71712,4.50602,4.96739,5.21822,4.99388,5.62942,7.70652,9.54567,12.24703,13.20391,11.22416,10.87064,11.98783,11.65245,12.40567,12.82388,12.95845,13.64121,15.8557,21.5941,23.49501,24.28992,25.26392,28.25579,32.95975,38.61138,42.5317,46.11498,,,,,,,
